,"u","t","&pi;_W","p","q","V_T"
"979",910000,336,.4e-1,.8e-1,.25,195933.683
"980",960000,336,.4e-1,.8e-1,.25,213709.566
"981",10000,336,.4e-1,.8e-1,.50,6140.0101
"982",60000,336,.4e-1,.8e-1,.50,80203.8270
"983",110000,336,.4e-1,.8e-1,.50,154099.4316
"984",160000,336,.4e-1,.8e-1,.50,225947.9762
"985",210000,336,.4e-1,.8e-1,.50,295924.8224
"986",260000,336,.4e-1,.8e-1,.50,364190.3130
"987",310000,336,.4e-1,.8e-1,.50,430891.0545
"988",360000,336,.4e-1,.8e-1,.50,496161.0942
"989",410000,336,.4e-1,.8e-1,.50,560122.9961
"990",460000,336,.4e-1,.8e-1,.50,622888.8243
"991",510000,336,.4e-1,.8e-1,.50,684561.0428
"992",560000,336,.4e-1,.8e-1,.50,745233.3378
"993",610000,336,.4e-1,.8e-1,.50,804991.3698
"994",660000,336,.4e-1,.8e-1,.50,863913.4608
"995",710000,336,.4e-1,.8e-1,.50,922071.2234
"996",760000,336,.4e-1,.8e-1,.50,979530.1353
"997",810000,336,.4e-1,.8e-1,.50,1036350.065
"998",860000,336,.4e-1,.8e-1,.50,1092585.752
"999",910000,336,.4e-1,.8e-1,.50,1148287.246
"1000",960000,336,.4e-1,.8e-1,.50,1203500.311
"1001",10000,336,.4e-1,.8e-1,.75,73004.214
"1002",60000,336,.4e-1,.8e-1,.75,902873.650
"1003",110000,336,.4e-1,.8e-1,.75,1539258.479
"1004",160000,336,.4e-1,.8e-1,.75,2012452.176
"1005",210000,336,.4e-1,.8e-1,.75,2367870.636
"1006",260000,336,.4e-1,.8e-1,.75,2638290.828
"1007",310000,336,.4e-1,.8e-1,.75,2847367.856
"1008",360000,336,.4e-1,.8e-1,.75,3012173.586
"1009",410000,336,.4e-1,.8e-1,.75,3145028.764
"1010",460000,336,.4e-1,.8e-1,.75,3254825.262
"1011",510000,336,.4e-1,.8e-1,.75,3347980.334
"1012",560000,336,.4e-1,.8e-1,.75,3429125.305
"1013",610000,336,.4e-1,.8e-1,.75,3501602.599
"1014",660000,336,.4e-1,.8e-1,.75,3567824.440
"1015",710000,336,.4e-1,.8e-1,.75,3629531.725
"1016",760000,336,.4e-1,.8e-1,.75,3687980.861
"1017",810000,336,.4e-1,.8e-1,.75,3744078.594
"1018",860000,336,.4e-1,.8e-1,.75,3798479.322
"1019",910000,336,.4e-1,.8e-1,.75,3851655.323
"1020",960000,336,.4e-1,.8e-1,.75,3903947.439
"1021",10000,336,.5e-1,.8e-1,.25,79.601
"1022",60000,336,.5e-1,.8e-1,.25,1349.705
"1023",110000,336,.5e-1,.8e-1,.25,3178.281
"1024",160000,336,.5e-1,.8e-1,.25,5521.847
"1025",210000,336,.5e-1,.8e-1,.25,8374.897
"1026",260000,336,.5e-1,.8e-1,.25,11731.984
"1027",310000,336,.5e-1,.8e-1,.25,15587.721
"1028",360000,336,.5e-1,.8e-1,.25,19936.774
"1029",410000,336,.5e-1,.8e-1,.25,24773.872
"1030",460000,336,.5e-1,.8e-1,.25,30093.796
"1031",510000,336,.5e-1,.8e-1,.25,35891.385
"1032",560000,336,.5e-1,.8e-1,.25,42161.531
"1033",610000,336,.5e-1,.8e-1,.25,48899.183
"1034",660000,336,.5e-1,.8e-1,.25,56099.344
"1035",710000,336,.5e-1,.8e-1,.25,63757.068
"1036",760000,336,.5e-1,.8e-1,.25,71867.463
"1037",810000,336,.5e-1,.8e-1,.25,80425.691
"1038",860000,336,.5e-1,.8e-1,.25,89426.963
"1039",910000,336,.5e-1,.8e-1,.25,98866.543
"1040",960000,336,.5e-1,.8e-1,.25,108739.745
"1041",10000,336,.5e-1,.8e-1,.50,373.827
"1042",60000,336,.5e-1,.8e-1,.50,6219.732
"1043",110000,336,.5e-1,.8e-1,.50,13336.953
"1044",160000,336,.5e-1,.8e-1,.50,21442.865
"1045",210000,336,.5e-1,.8e-1,.50,30514.652
"1046",260000,336,.5e-1,.8e-1,.50,40530.046
"1047",310000,336,.5e-1,.8e-1,.50,51467.291
"1048",360000,336,.5e-1,.8e-1,.50,63305.135
"1049",410000,336,.5e-1,.8e-1,.50,76022.814
"1050",460000,336,.5e-1,.8e-1,.50,89600.042
"1051",510000,336,.5e-1,.8e-1,.50,104017.004
"1052",560000,336,.5e-1,.8e-1,.50,119254.338
"1053",610000,336,.5e-1,.8e-1,.50,135293.131
"1054",660000,336,.5e-1,.8e-1,.50,152114.905
"1055",710000,336,.5e-1,.8e-1,.50,169701.609
"1056",760000,336,.5e-1,.8e-1,.50,188035.607
"1057",810000,336,.5e-1,.8e-1,.50,207099.669
"1058",860000,336,.5e-1,.8e-1,.50,226876.965
"1059",910000,336,.5e-1,.8e-1,.50,247351.050
"1060",960000,336,.5e-1,.8e-1,.50,268505.860
"1061",10000,336,.5e-1,.8e-1,.75,7899.9170
"1062",60000,336,.5e-1,.8e-1,.75,128187.2766
"1063",110000,336,.5e-1,.8e-1,.75,247718.0476
"1064",160000,336,.5e-1,.8e-1,.75,360021.0523
"1065",210000,336,.5e-1,.8e-1,.75,465846.4823
"1066",260000,336,.5e-1,.8e-1,.75,565867.8039
"1067",310000,336,.5e-1,.8e-1,.75,660688.4638
"1068",360000,336,.5e-1,.8e-1,.75,750849.1691
"1069",410000,336,.5e-1,.8e-1,.75,836834.4102
"1070",460000,336,.5e-1,.8e-1,.75,919078.3053
"1071",510000,336,.5e-1,.8e-1,.75,997969.8384
"1072",560000,336,.5e-1,.8e-1,.75,1073857.551
"1073",610000,336,.5e-1,.8e-1,.75,1147053.746
"1074",660000,336,.5e-1,.8e-1,.75,1217838.258
"1075",710000,336,.5e-1,.8e-1,.75,1286461.828
"1076",760000,336,.5e-1,.8e-1,.75,1353149.126
"1077",810000,336,.5e-1,.8e-1,.75,1418101.463
"1078",860000,336,.5e-1,.8e-1,.75,1481499.223
"1079",910000,336,.5e-1,.8e-1,.75,1543504.032
"1080",960000,336,.5e-1,.8e-1,.75,1604260.715
"1081",10000,336,.6e-1,.8e-1,.25,33.923
"1082",60000,336,.6e-1,.8e-1,.25,685.990
"1083",110000,336,.6e-1,.8e-1,.25,1724.143
"1084",160000,336,.6e-1,.8e-1,.25,3119.137
"1085",210000,336,.6e-1,.8e-1,.25,4868.363
"1086",260000,336,.6e-1,.8e-1,.25,6969.240
"1087",310000,336,.6e-1,.8e-1,.25,9419.207
"1088",360000,336,.6e-1,.8e-1,.25,12215.717
"1089",410000,336,.6e-1,.8e-1,.25,15356.246
"1090",460000,336,.6e-1,.8e-1,.25,18838.286
"1091",510000,336,.6e-1,.8e-1,.25,22659.350
"1092",560000,336,.6e-1,.8e-1,.25,26816.965
"1093",610000,336,.6e-1,.8e-1,.25,31308.679
"1094",660000,336,.6e-1,.8e-1,.25,36132.057
"1095",710000,336,.6e-1,.8e-1,.25,41284.682
"1096",760000,336,.6e-1,.8e-1,.25,46764.154
"1097",810000,336,.6e-1,.8e-1,.25,52568.092
"1098",860000,336,.6e-1,.8e-1,.25,58694.130
"1099",910000,336,.6e-1,.8e-1,.25,65139.921
"1100",960000,336,.6e-1,.8e-1,.25,71903.135
"1101",10000,336,.6e-1,.8e-1,.50,85.583
"1102",60000,336,.6e-1,.8e-1,.50,1730.640
"1103",110000,336,.6e-1,.8e-1,.50,4040.227
"1104",160000,336,.6e-1,.8e-1,.50,6908.899
"1105",210000,336,.6e-1,.8e-1,.50,10330.044
"1106",260000,336,.6e-1,.8e-1,.50,14297.187
"1107",310000,336,.6e-1,.8e-1,.50,18803.928
"1108",360000,336,.6e-1,.8e-1,.50,23843.942
"1109",410000,336,.6e-1,.8e-1,.50,29410.977
"1110",460000,336,.6e-1,.8e-1,.50,35498.856
"1111",510000,336,.6e-1,.8e-1,.50,42101.473
"1112",560000,336,.6e-1,.8e-1,.50,49212.795
"1113",610000,336,.6e-1,.8e-1,.50,56826.858
"1114",660000,336,.6e-1,.8e-1,.50,64937.771
"1115",710000,336,.6e-1,.8e-1,.50,73539.707
"1116",760000,336,.6e-1,.8e-1,.50,82626.912
"1117",810000,336,.6e-1,.8e-1,.50,92193.698
"1118",860000,336,.6e-1,.8e-1,.50,102234.442
"1119",910000,336,.6e-1,.8e-1,.50,112743.589
"1120",960000,336,.6e-1,.8e-1,.50,123715.648
"1121",10000,336,.6e-1,.8e-1,.75,465.662
"1122",60000,336,.6e-1,.8e-1,.75,9352.199
"1123",110000,336,.6e-1,.8e-1,.75,20078.854
"1124",160000,336,.6e-1,.8e-1,.75,31888.328
"1125",210000,336,.6e-1,.8e-1,.75,44750.092
"1126",260000,336,.6e-1,.8e-1,.75,58635.150
"1127",310000,336,.6e-1,.8e-1,.75,73515.309
"1128",360000,336,.6e-1,.8e-1,.75,89363.147
"1129",410000,336,.6e-1,.8e-1,.75,106152.004
"1130",460000,336,.6e-1,.8e-1,.75,123855.949
"1131",510000,336,.6e-1,.8e-1,.75,142449.769
"1132",560000,336,.6e-1,.8e-1,.75,161908.945
"1133",610000,336,.6e-1,.8e-1,.75,182209.633
"1134",660000,336,.6e-1,.8e-1,.75,203328.647
"1135",710000,336,.6e-1,.8e-1,.75,225243.437
"1136",760000,336,.6e-1,.8e-1,.75,247932.079
"1137",810000,336,.6e-1,.8e-1,.75,271373.248
"1138",860000,336,.6e-1,.8e-1,.75,295546.211
"1139",910000,336,.6e-1,.8e-1,.75,320430.804
"1140",960000,336,.6e-1,.8e-1,.75,346007.419
"1141",10000,336,.7e-1,.8e-1,.25,18.409
"1142",60000,336,.7e-1,.8e-1,.25,427.611
"1143",110000,336,.7e-1,.8e-1,.25,1131.190
"1144",160000,336,.7e-1,.8e-1,.25,2106.901
"1145",210000,336,.7e-1,.8e-1,.25,3353.216
"1146",260000,336,.7e-1,.8e-1,.25,4868.642
"1147",310000,336,.7e-1,.8e-1,.25,6651.694
"1148",360000,336,.7e-1,.8e-1,.25,8700.893
"1149",410000,336,.7e-1,.8e-1,.25,11014.773
"1150",460000,336,.7e-1,.8e-1,.25,13591.870
"1151",510000,336,.7e-1,.8e-1,.25,16430.732
"1152",560000,336,.7e-1,.8e-1,.25,19529.914
"1153",610000,336,.7e-1,.8e-1,.25,22887.981
"1154",660000,336,.7e-1,.8e-1,.25,26503.502
"1155",710000,336,.7e-1,.8e-1,.25,30375.056
"1156",760000,336,.7e-1,.8e-1,.25,34501.230
"1157",810000,336,.7e-1,.8e-1,.25,38880.618
"1158",860000,336,.7e-1,.8e-1,.25,43511.824
"1159",910000,336,.7e-1,.8e-1,.25,48393.457
"1160",960000,336,.7e-1,.8e-1,.25,53524.133
"1161",10000,336,.7e-1,.8e-1,.50,34.557
"1162",60000,336,.7e-1,.8e-1,.50,815.864
"1163",110000,336,.7e-1,.8e-1,.50,2036.903
"1164",160000,336,.7e-1,.8e-1,.50,3636.915
"1165",210000,336,.7e-1,.8e-1,.50,5612.839
"1166",260000,336,.7e-1,.8e-1,.50,7961.754
"1167",310000,336,.7e-1,.8e-1,.50,10680.764
"1168",360000,336,.7e-1,.8e-1,.50,13766.994
"1169",410000,336,.7e-1,.8e-1,.50,17217.593
"1170",460000,336,.7e-1,.8e-1,.50,21029.730
"1171",510000,336,.7e-1,.8e-1,.50,25200.598
"1172",560000,336,.7e-1,.8e-1,.50,29727.409
"1173",610000,336,.7e-1,.8e-1,.50,34607.401
"1174",660000,336,.7e-1,.8e-1,.50,39837.829
"1175",710000,336,.7e-1,.8e-1,.50,45415.972
"1176",760000,336,.7e-1,.8e-1,.50,51339.129
"1177",810000,336,.7e-1,.8e-1,.50,57604.621
"1178",860000,336,.7e-1,.8e-1,.50,64209.788
"1179",910000,336,.7e-1,.8e-1,.50,71151.993
"1180",960000,336,.7e-1,.8e-1,.50,78428.618
"1181",10000,336,.7e-1,.8e-1,.75,91.849
"1182",60000,336,.7e-1,.8e-1,.75,2188.368
"1183",110000,336,.7e-1,.8e-1,.75,5114.298
"1184",160000,336,.7e-1,.8e-1,.75,8651.129
"1185",210000,336,.7e-1,.8e-1,.75,12790.311
"1186",260000,336,.7e-1,.8e-1,.75,17524.035
"1187",310000,336,.7e-1,.8e-1,.75,22844.592
"1188",360000,336,.7e-1,.8e-1,.75,28744.376
"1189",410000,336,.7e-1,.8e-1,.75,35215.877
"1190",460000,336,.7e-1,.8e-1,.75,42251.683
"1191",510000,336,.7e-1,.8e-1,.75,49844.479
"1192",560000,336,.7e-1,.8e-1,.75,57987.043
"1193",610000,336,.7e-1,.8e-1,.75,66672.249
"1194",660000,336,.7e-1,.8e-1,.75,75893.062
"1195",710000,336,.7e-1,.8e-1,.75,85642.538
"1196",760000,336,.7e-1,.8e-1,.75,95913.823
"1197",810000,336,.7e-1,.8e-1,.75,106700.153
"1198",860000,336,.7e-1,.8e-1,.75,117994.851
"1199",910000,336,.7e-1,.8e-1,.75,129791.325
"1200",960000,336,.7e-1,.8e-1,.75,142083.072
"1201",10000,336,.8e-1,.8e-1,.25,11.56
"1202",60000,336,.8e-1,.8e-1,.25,298.98
"1203",110000,336,.8e-1,.8e-1,.25,824.05
"1204",160000,336,.8e-1,.8e-1,.25,1568.83
"1205",210000,336,.8e-1,.8e-1,.25,2532.30
"1206",260000,336,.8e-1,.8e-1,.25,3713.47
"1207",310000,336,.8e-1,.8e-1,.25,5111.39
"1208",360000,336,.8e-1,.8e-1,.25,6725.09
"1209",410000,336,.8e-1,.8e-1,.25,8553.61
"1210",460000,336,.8e-1,.8e-1,.25,10596.00
"1211",510000,336,.8e-1,.8e-1,.25,12851.31
"1212",560000,336,.8e-1,.8e-1,.25,15318.60
"1213",610000,336,.8e-1,.8e-1,.25,17996.92
"1214",660000,336,.8e-1,.8e-1,.25,20885.34
"1215",710000,336,.8e-1,.8e-1,.25,23982.92
"1216",760000,336,.8e-1,.8e-1,.25,27288.73
"1217",810000,336,.8e-1,.8e-1,.25,30801.86
"1218",860000,336,.8e-1,.8e-1,.25,34521.37
"1219",910000,336,.8e-1,.8e-1,.25,38446.36
"1220",960000,336,.8e-1,.8e-1,.25,42575.91
"1221",10000,336,.8e-1,.8e-1,.50,18.247
"1222",60000,336,.8e-1,.8e-1,.50,486.042
"1223",110000,336,.8e-1,.8e-1,.50,1280.763
"1224",160000,336,.8e-1,.8e-1,.50,2360.761
"1225",210000,336,.8e-1,.8e-1,.50,3724.181
"1226",260000,336,.8e-1,.8e-1,.50,5369.380
"1227",310000,336,.8e-1,.8e-1,.50,7294.726
"1228",360000,336,.8e-1,.8e-1,.50,9498.596
"1229",410000,336,.8e-1,.8e-1,.50,11979.375
"1230",460000,336,.8e-1,.8e-1,.50,14735.461
"1231",510000,336,.8e-1,.8e-1,.50,17765.257
"1232",560000,336,.8e-1,.8e-1,.50,21067.178
"1233",610000,336,.8e-1,.8e-1,.50,24639.648
"1234",660000,336,.8e-1,.8e-1,.50,28481.099
"1235",710000,336,.8e-1,.8e-1,.50,32589.973
"1236",760000,336,.8e-1,.8e-1,.50,36964.719
"1237",810000,336,.8e-1,.8e-1,.50,41603.799
"1238",860000,336,.8e-1,.8e-1,.50,46505.680
"1239",910000,336,.8e-1,.8e-1,.50,51668.840
"1240",960000,336,.8e-1,.8e-1,.50,57091.766
"1241",10000,336,.8e-1,.8e-1,.75,34.954
"1242",60000,336,.8e-1,.8e-1,.75,952.840
"1243",110000,336,.8e-1,.8e-1,.75,2384.714
"1244",160000,336,.8e-1,.8e-1,.75,4221.043
"1245",210000,336,.8e-1,.8e-1,.75,6457.729
"1246",260000,336,.8e-1,.8e-1,.75,9091.442
"1247",310000,336,.8e-1,.8e-1,.75,12118.883
"1248",360000,336,.8e-1,.8e-1,.75,15536.777
"1249",410000,336,.8e-1,.8e-1,.75,19341.881
"1250",460000,336,.8e-1,.8e-1,.75,23530.975
"1251",510000,336,.8e-1,.8e-1,.75,28100.867
"1252",560000,336,.8e-1,.8e-1,.75,33048.392
"1253",610000,336,.8e-1,.8e-1,.75,38370.410
"1254",660000,336,.8e-1,.8e-1,.75,44063.810
"1255",710000,336,.8e-1,.8e-1,.75,50125.504
"1256",760000,336,.8e-1,.8e-1,.75,56552.430
"1257",810000,336,.8e-1,.8e-1,.75,63341.553
"1258",860000,336,.8e-1,.8e-1,.75,70489.861
"1259",910000,336,.8e-1,.8e-1,.75,77994.369
"1260",960000,336,.8e-1,.8e-1,.75,85852.117
"1261",10000,336,.2e-1,.10,.25,162213.304
"1262",60000,336,.2e-1,.10,.25,1258530.809
"1263",110000,336,.2e-1,.10,.25,2010544.039
"1264",160000,336,.2e-1,.10,.25,2529342.859
"1265",210000,336,.2e-1,.10,.25,2892402.959
"1266",260000,336,.2e-1,.10,.25,3151461.990
"1267",310000,336,.2e-1,.10,.25,3341069.938
"1268",360000,336,.2e-1,.10,.25,3484299.009
"1269",410000,336,.2e-1,.10,.25,3596556.637
"1270",460000,336,.2e-1,.10,.25,3688131.782
"1271",510000,336,.2e-1,.10,.25,3765895.332
"1272",560000,336,.2e-1,.10,.25,3834435.608
"1273",610000,336,.2e-1,.10,.25,3896816.657
"1274",660000,336,.2e-1,.10,.25,3955084.622
"1275",710000,336,.2e-1,.10,.25,4010605.902
"1276",760000,336,.2e-1,.10,.25,4064292.970
"1277",810000,336,.2e-1,.10,.25,4116755.164
"1278",860000,336,.2e-1,.10,.25,4168399.397
"1279",910000,336,.2e-1,.10,.25,4219497.403
"1280",960000,336,.2e-1,.10,.25,4270230.642
"1281",10000,336,.2e-1,.10,.50,559631.735
"1282",60000,336,.2e-1,.10,.50,3854845.494
"1283",110000,336,.2e-1,.10,.50,5350689.462
"1284",160000,336,.2e-1,.10,.50,6039674.160
"1285",210000,336,.2e-1,.10,.50,6372070.777
"1286",260000,336,.2e-1,.10,.50,6546874.781
"1287",310000,336,.2e-1,.10,.50,6652031.389
"1288",360000,336,.2e-1,.10,.50,6726407.621
"1289",410000,336,.2e-1,.10,.50,6787180.595
"1290",460000,336,.2e-1,.10,.50,6841941.666
"1291",510000,336,.2e-1,.10,.50,6894045.802
"1292",560000,336,.2e-1,.10,.50,6944975.715
"1293",610000,336,.2e-1,.10,.50,6995386.687
"1294",660000,336,.2e-1,.10,.50,7045568.314
"1295",710000,336,.2e-1,.10,.50,7095648.583
"1296",760000,336,.2e-1,.10,.50,7145684.058
"1297",810000,336,.2e-1,.10,.50,7195699.736
"1298",860000,336,.2e-1,.10,.50,7245706.665
"1299",910000,336,.2e-1,.10,.50,7295709.727
"1300",960000,336,.2e-1,.10,.50,7345711.080
"1301",10000,336,.2e-1,.10,.75,1188751.401
"1302",60000,336,.2e-1,.10,.75,7172686.302
"1303",110000,336,.2e-1,.10,.75,8910766.166
"1304",160000,336,.2e-1,.10,.75,9434711.797
"1305",210000,336,.2e-1,.10,.75,9617776.864
"1306",260000,336,.2e-1,.10,.75,9705136.238
"1307",310000,336,.2e-1,.10,.75,9765625.263
"1308",360000,336,.2e-1,.10,.75,9818570.164
"1309",410000,336,.2e-1,.10,.75,9869396.975
"1310",460000,336,.2e-1,.10,.75,9919629.110
"1311",510000,336,.2e-1,.10,.75,9969694.285
"1312",560000,336,.2e-1,.10,.75,10019712.58
"1313",610000,336,.2e-1,.10,.75,10069717.72
"1314",660000,336,.2e-1,.10,.75,10119719.16
"1315",710000,336,.2e-1,.10,.75,10169719.57
"1316",760000,336,.2e-1,.10,.75,10219719.68
"1317",810000,336,.2e-1,.10,.75,10269719.71
"1318",860000,336,.2e-1,.10,.75,10319719.72
"1319",910000,336,.2e-1,.10,.75,10369719.72
"1320",960000,336,.2e-1,.10,.75,10419719.73
"1321",10000,336,.3e-1,.10,.25,9699.9468
"1322",60000,336,.3e-1,.10,.25,108625.1474
"1323",110000,336,.3e-1,.10,.25,204570.3973
"1324",160000,336,.3e-1,.10,.25,296267.5501
"1325",210000,336,.3e-1,.10,.25,384109.3893
"1326",260000,336,.3e-1,.10,.25,468452.3768
"1327",310000,336,.3e-1,.10,.25,549620.0159
"1328",360000,336,.3e-1,.10,.25,627905.8990
"1329",410000,336,.3e-1,.10,.25,703576.4729
"1330",460000,336,.3e-1,.10,.25,776873.5487
"1331",510000,336,.3e-1,.10,.25,848016.5798
"1332",560000,336,.3e-1,.10,.25,917204.7290
"1333",610000,336,.3e-1,.10,.25,984618.7441
"1334",660000,336,.3e-1,.10,.25,1050422.662
"1335",710000,336,.3e-1,.10,.25,1114765.351
"1336",760000,336,.3e-1,.10,.25,1177781.917
"1337",810000,336,.3e-1,.10,.25,1239594.973
"1338",860000,336,.3e-1,.10,.25,1300315.795
"1339",910000,336,.3e-1,.10,.25,1360045.372
"1340",960000,336,.3e-1,.10,.25,1418875.353
"1341",10000,336,.3e-1,.10,.50,111742.217
"1342",60000,336,.3e-1,.10,.50,1198248.495
"1343",110000,336,.3e-1,.10,.50,1993701.857
"1344",160000,336,.3e-1,.10,.50,2565200.187
"1345",210000,336,.3e-1,.10,.50,2980025.861
"1346",260000,336,.3e-1,.10,.50,3285247.719
"1347",310000,336,.3e-1,.10,.50,3513793.806
"1348",360000,336,.3e-1,.10,.50,3688699.663
"1349",410000,336,.3e-1,.10,.50,3826080.315
"1350",460000,336,.3e-1,.10,.50,3937209.379
"1351",510000,336,.3e-1,.10,.50,4029973.566
"1352",560000,336,.3e-1,.10,.50,4109890.197
"1353",610000,336,.3e-1,.10,.50,4180819.038
"1354",660000,336,.3e-1,.10,.50,4245460.270
"1355",710000,336,.3e-1,.10,.50,4305702.867
"1356",760000,336,.3e-1,.10,.50,4362868.302
"1357",810000,336,.3e-1,.10,.50,4417881.041
"1358",860000,336,.3e-1,.10,.50,4471387.813
"1359",910000,336,.3e-1,.10,.50,4523841.053
"1360",960000,336,.3e-1,.10,.50,4575557.271
"1361",10000,336,.3e-1,.10,.75,346267.877
"1362",60000,336,.3e-1,.10,.75,3463743.529
"1363",110000,336,.3e-1,.10,.75,5133425.322
"1364",160000,336,.3e-1,.10,.75,6005686.437
"1365",210000,336,.3e-1,.10,.75,6473122.204
"1366",260000,336,.3e-1,.10,.75,6735041.042
"1367",310000,336,.3e-1,.10,.75,6892625.484
"1368",360000,336,.3e-1,.10,.75,6997242.677
"1369",410000,336,.3e-1,.10,.75,7074970.085
"1370",460000,336,.3e-1,.10,.75,7139046.407
"1371",510000,336,.3e-1,.10,.75,7196192.507
"1372",560000,336,.3e-1,.10,.75,7249820.354
"1373",610000,336,.3e-1,.10,.75,7301662.097
"1374",660000,336,.3e-1,.10,.75,7352597.091
"1375",710000,336,.3e-1,.10,.75,7403071.757
"1376",760000,336,.3e-1,.10,.75,7453312.730
"1377",810000,336,.3e-1,.10,.75,7503435.065
"1378",860000,336,.3e-1,.10,.75,7553497.170
"1379",910000,336,.3e-1,.10,.75,7603528.699
"1380",960000,336,.3e-1,.10,.75,7653544.705
"1381",10000,336,.4e-1,.10,.25,381.632
"1382",60000,336,.4e-1,.10,.25,5622.819
"1383",110000,336,.4e-1,.10,.25,11941.438
"1384",160000,336,.4e-1,.10,.25,19140.874
"1385",210000,336,.4e-1,.10,.25,27203.369
"1386",260000,336,.4e-1,.10,.25,36111.519
"1387",310000,336,.4e-1,.10,.25,45848.272
"1388",360000,336,.4e-1,.10,.25,56396.919
"1389",410000,336,.4e-1,.10,.25,67741.089
"1390",460000,336,.4e-1,.10,.25,79864.741
"1391",510000,336,.4e-1,.10,.25,92752.156
"1392",560000,336,.4e-1,.10,.25,106387.933
"1393",610000,336,.4e-1,.10,.25,120756.982
"1394",660000,336,.4e-1,.10,.25,135844.518
"1395",710000,336,.4e-1,.10,.25,151636.050
"1396",760000,336,.4e-1,.10,.25,168117.385
"1397",810000,336,.4e-1,.10,.25,185274.612
"1398",860000,336,.4e-1,.10,.25,203094.102
"1399",910000,336,.4e-1,.10,.25,221562.501
"1400",960000,336,.4e-1,.10,.25,240666.724
"1401",10000,336,.4e-1,.10,.50,9481.2527
"1402",60000,336,.4e-1,.10,.50,139147.5489
"1403",110000,336,.4e-1,.10,.50,266682.0158
"1404",160000,336,.4e-1,.10,.50,386452.3082
"1405",210000,336,.4e-1,.10,.50,499235.6589
"1406",260000,336,.4e-1,.10,.50,605731.7547
"1407",310000,336,.4e-1,.10,.50,706570.2145
"1408",360000,336,.4e-1,.10,.50,802317.6056
"1409",410000,336,.4e-1,.10,.50,893483.7581
"1410",460000,336,.4e-1,.10,.50,980527.4469
"1411",510000,336,.4e-1,.10,.50,1063861.504
"1412",560000,336,.4e-1,.10,.50,1143857.419
"1413",610000,336,.4e-1,.10,.50,1220849.482
"1414",660000,336,.4e-1,.10,.50,1295138.503
"1415",710000,336,.4e-1,.10,.50,1366995.171
"1416",760000,336,.4e-1,.10,.50,1436663.068
"1417",810000,336,.4e-1,.10,.50,1504361.380
"1418",860000,336,.4e-1,.10,.50,1570287.347
"1419",910000,336,.4e-1,.10,.50,1634618.454
"1420",960000,336,.4e-1,.10,.50,1697514.415
"1421",10000,336,.4e-1,.10,.75,81992.679
"1422",60000,336,.4e-1,.10,.75,1176247.290
"1423",110000,336,.4e-1,.10,.75,2027600.947
"1424",160000,336,.4e-1,.10,.75,2650525.531
"1425",210000,336,.4e-1,.10,.75,3110129.239
"1426",260000,336,.4e-1,.10,.75,3452969.174
"1427",310000,336,.4e-1,.10,.75,3712330.628
"1428",360000,336,.4e-1,.10,.75,3912010.412
"1429",410000,336,.4e-1,.10,.75,4069021.694
"1430",460000,336,.4e-1,.10,.75,4195527.781
"1431",510000,336,.4e-1,.10,.75,4300224.644
"1432",560000,336,.4e-1,.10,.75,4389329.332
"1433",610000,336,.4e-1,.10,.75,4467286.634
"1434",660000,336,.4e-1,.10,.75,4537274.282
"1435",710000,336,.4e-1,.10,.75,4601564.146
"1436",760000,336,.4e-1,.10,.75,4661780.467
"1437",810000,336,.4e-1,.10,.75,4719084.470
"1438",860000,336,.4e-1,.10,.75,4774306.356
"1439",910000,336,.4e-1,.10,.75,4828039.664
"1440",960000,336,.4e-1,.10,.75,4880708.735
"1441",10000,336,.5e-1,.10,.25,78.094
"1442",60000,336,.5e-1,.10,.25,1429.491
"1443",110000,336,.5e-1,.10,.25,3324.414
"1444",160000,336,.5e-1,.10,.25,5688.914
"1445",210000,336,.5e-1,.10,.25,8518.393
"1446",260000,336,.5e-1,.10,.25,11808.312
"1447",310000,336,.5e-1,.10,.25,15554.177
"1448",360000,336,.5e-1,.10,.25,19751.537
"1449",410000,336,.5e-1,.10,.25,24395.984
"1450",460000,336,.5e-1,.10,.25,29483.155
"1451",510000,336,.5e-1,.10,.25,35008.729
"1452",560000,336,.5e-1,.10,.25,40968.426
"1453",610000,336,.5e-1,.10,.25,47358.008
"1454",660000,336,.5e-1,.10,.25,54173.279
"1455",710000,336,.5e-1,.10,.25,61410.084
"1456",760000,336,.5e-1,.10,.25,69064.309
"1457",810000,336,.5e-1,.10,.25,77131.878
"1458",860000,336,.5e-1,.10,.25,85608.758
"1459",910000,336,.5e-1,.10,.25,94490.952
"1460",960000,336,.5e-1,.10,.25,103774.505
"1461",10000,336,.5e-1,.10,.50,393.585
"1462",60000,336,.5e-1,.10,.50,7306.204
"1463",110000,336,.5e-1,.10,.50,15683.703
"1464",160000,336,.5e-1,.10,.50,24992.890
"1465",210000,336,.5e-1,.10,.50,35212.603
"1466",260000,336,.5e-1,.10,.50,46322.467
"1467",310000,336,.5e-1,.10,.50,58302.563
"1468",360000,336,.5e-1,.10,.50,71133.419
"1469",410000,336,.5e-1,.10,.50,84795.996
"1470",460000,336,.5e-1,.10,.50,99271.684
"1471",510000,336,.5e-1,.10,.50,114542.289
"1472",560000,336,.5e-1,.10,.50,130590.022
"1473",610000,336,.5e-1,.10,.50,147397.494
"1474",660000,336,.5e-1,.10,.50,164947.705
"1475",710000,336,.5e-1,.10,.50,183224.035
"1476",760000,336,.5e-1,.10,.50,202210.235
