,"u","t","&pi;_W","p","q","V_T"
"488",360000,336,.3e-1,.6e-1,.25,165976.9153
"489",410000,336,.3e-1,.6e-1,.25,194939.9413
"490",460000,336,.3e-1,.6e-1,.25,225068.0396
"491",510000,336,.3e-1,.6e-1,.25,256296.6861
"492",560000,336,.3e-1,.6e-1,.25,288564.9303
"493",610000,336,.3e-1,.6e-1,.25,321815.1967
"494",660000,336,.3e-1,.6e-1,.25,355993.0991
"495",710000,336,.3e-1,.6e-1,.25,391047.2629
"496",760000,336,.3e-1,.6e-1,.25,426929.1585
"497",810000,336,.3e-1,.6e-1,.25,463592.9455
"498",860000,336,.3e-1,.6e-1,.25,500995.3205
"499",910000,336,.3e-1,.6e-1,.25,539095.3785
"500",960000,336,.3e-1,.6e-1,.25,577854.4805
"501",10000,336,.3e-1,.6e-1,.50,60015.887
"502",60000,336,.3e-1,.6e-1,.50,504858.545
"503",110000,336,.3e-1,.6e-1,.50,848208.9972
"504",160000,336,.3e-1,.6e-1,.50,1115122.252
"505",210000,336,.3e-1,.6e-1,.50,1325515.256
"506",260000,336,.3e-1,.6e-1,.50,1494115.274
"507",310000,336,.3e-1,.6e-1,.50,1631812.141
"508",360000,336,.3e-1,.6e-1,.50,1746658.174
"509",410000,336,.3e-1,.6e-1,.50,1844607.525
"510",460000,336,.3e-1,.6e-1,.50,1930062.899
"511",510000,336,.3e-1,.6e-1,.50,2006279.803
"512",560000,336,.3e-1,.6e-1,.50,2075665.469
"513",610000,336,.3e-1,.6e-1,.50,2139999.887
"514",660000,336,.3e-1,.6e-1,.50,2200599.241
"515",710000,336,.3e-1,.6e-1,.50,2258436.762
"516",760000,336,.3e-1,.6e-1,.50,2314232.090
"517",810000,336,.3e-1,.6e-1,.50,2368517.352
"518",860000,336,.3e-1,.6e-1,.50,2421686.020
"519",910000,336,.3e-1,.6e-1,.50,2474029.040
"520",960000,336,.3e-1,.6e-1,.50,2525761.548
"521",10000,336,.3e-1,.6e-1,.75,270169.470
"522",60000,336,.3e-1,.6e-1,.75,1988376.659
"523",110000,336,.3e-1,.6e-1,.75,2904056.708
"524",160000,336,.3e-1,.6e-1,.75,3400339.307
"525",210000,336,.3e-1,.6e-1,.75,3680410.634
"526",260000,336,.3e-1,.6e-1,.75,3849018.923
"527",310000,336,.3e-1,.6e-1,.75,3960164.858
"528",360000,336,.3e-1,.6e-1,.75,4041687.320
"529",410000,336,.3e-1,.6e-1,.75,4107938.042
"530",460000,336,.3e-1,.6e-1,.75,4166315.750
"531",510000,336,.3e-1,.6e-1,.75,4220634.696
"532",560000,336,.3e-1,.6e-1,.75,4272861.235
"533",610000,336,.3e-1,.6e-1,.75,4324009.079
"534",660000,336,.3e-1,.6e-1,.75,4374600.826
"535",710000,336,.3e-1,.6e-1,.75,4424905.887
"536",760000,336,.3e-1,.6e-1,.75,4475063.155
"537",810000,336,.3e-1,.6e-1,.75,4525144.232
"538",860000,336,.3e-1,.6e-1,.75,4575186.029
"539",910000,336,.3e-1,.6e-1,.75,4625207.576
"540",960000,336,.3e-1,.6e-1,.75,4675218.684
"541",10000,336,.4e-1,.6e-1,.25,275.886
"542",60000,336,.4e-1,.6e-1,.25,3411.134
"543",110000,336,.4e-1,.6e-1,.25,7555.653
"544",160000,336,.4e-1,.6e-1,.25,12666.064
"545",210000,336,.4e-1,.6e-1,.25,18722.019
"546",260000,336,.4e-1,.6e-1,.25,25703.603
"547",310000,336,.4e-1,.6e-1,.25,33591.318
"548",360000,336,.4e-1,.6e-1,.25,42366.078
"549",410000,336,.4e-1,.6e-1,.25,52009.197
"550",460000,336,.4e-1,.6e-1,.25,62502.386
"551",510000,336,.4e-1,.6e-1,.25,73827.739
"552",560000,336,.4e-1,.6e-1,.25,85967.726
"553",610000,336,.4e-1,.6e-1,.25,98905.190
"554",660000,336,.4e-1,.6e-1,.25,112623.330
"555",710000,336,.4e-1,.6e-1,.25,127105.705
"556",760000,336,.4e-1,.6e-1,.25,142336.216
"557",810000,336,.4e-1,.6e-1,.25,158299.104
"558",860000,336,.4e-1,.6e-1,.25,174978.943
"559",910000,336,.4e-1,.6e-1,.25,192360.632
"560",960000,336,.4e-1,.6e-1,.25,210429.385
"561",10000,336,.4e-1,.6e-1,.50,4204.21669
"562",60000,336,.4e-1,.6e-1,.50,47353.86463
"563",110000,336,.4e-1,.6e-1,.50,91482.45103
"564",160000,336,.4e-1,.6e-1,.50,136062.4330
"565",210000,336,.4e-1,.6e-1,.50,181059.1072
"566",260000,336,.4e-1,.6e-1,.50,226440.4382
"567",310000,336,.4e-1,.6e-1,.50,272176.8535
"568",360000,336,.4e-1,.6e-1,.50,318241.0542
"569",410000,336,.4e-1,.6e-1,.50,364607.8400
"570",460000,336,.4e-1,.6e-1,.50,411253.9481
"571",510000,336,.4e-1,.6e-1,.50,458157.9043
"572",560000,336,.4e-1,.6e-1,.50,505299.8849
"573",610000,336,.4e-1,.6e-1,.50,552661.5908
"574",660000,336,.4e-1,.6e-1,.50,600226.1293
"575",710000,336,.4e-1,.6e-1,.50,647977.9066
"576",760000,336,.4e-1,.6e-1,.50,695902.5278
"577",810000,336,.4e-1,.6e-1,.50,743986.7046
"578",860000,336,.4e-1,.6e-1,.50,792218.1703
"579",910000,336,.4e-1,.6e-1,.50,840585.6013
"580",960000,336,.4e-1,.6e-1,.50,889078.5446
"581",10000,336,.4e-1,.6e-1,.75,63682.546
"582",60000,336,.4e-1,.6e-1,.75,652879.781
"583",110000,336,.4e-1,.6e-1,.75,1101906.225
"584",160000,336,.4e-1,.6e-1,.75,1442074.438
"585",210000,336,.4e-1,.6e-1,.75,1703081.988
"586",260000,336,.4e-1,.6e-1,.75,1906524.658
"587",310000,336,.4e-1,.6e-1,.75,2068106.701
"588",360000,336,.4e-1,.6e-1,.75,2199248.094
"589",410000,336,.4e-1,.6e-1,.75,2308253.339
"590",460000,336,.4e-1,.6e-1,.75,2401161.389
"591",510000,336,.4e-1,.6e-1,.75,2482363.712
"592",560000,336,.4e-1,.6e-1,.75,2555053.743
"593",610000,336,.4e-1,.6e-1,.75,2621553.716
"594",660000,336,.4e-1,.6e-1,.75,2683552.339
"595",710000,336,.4e-1,.6e-1,.75,2742277.623
"596",760000,336,.4e-1,.6e-1,.75,2798622.566
"597",810000,336,.4e-1,.6e-1,.75,2853236.547
"598",860000,336,.4e-1,.6e-1,.75,2906591.790
"599",910000,336,.4e-1,.6e-1,.75,2959031.691
"600",960000,336,.4e-1,.6e-1,.75,3010805.964
"601",10000,336,.5e-1,.6e-1,.25,88.161
"602",60000,336,.5e-1,.6e-1,.25,1355.698
"603",110000,336,.5e-1,.6e-1,.25,3251.138
"604",160000,336,.5e-1,.6e-1,.25,5750.040
"605",210000,336,.5e-1,.6e-1,.25,8844.834
"606",260000,336,.5e-1,.6e-1,.25,12528.045
"607",310000,336,.5e-1,.6e-1,.25,16792.290
"608",360000,336,.5e-1,.6e-1,.25,21630.282
"609",410000,336,.5e-1,.6e-1,.25,27034.823
"610",460000,336,.5e-1,.6e-1,.25,32998.804
"611",510000,336,.5e-1,.6e-1,.25,39515.209
"612",560000,336,.5e-1,.6e-1,.25,46577.107
"613",610000,336,.5e-1,.6e-1,.25,54177.655
"614",660000,336,.5e-1,.6e-1,.25,62310.096
"615",710000,336,.5e-1,.6e-1,.25,70967.757
"616",760000,336,.5e-1,.6e-1,.25,80144.050
"617",810000,336,.5e-1,.6e-1,.25,89832.468
"618",860000,336,.5e-1,.6e-1,.25,100026.587
"619",910000,336,.5e-1,.6e-1,.25,110720.063
"620",960000,336,.5e-1,.6e-1,.25,121906.632
"621",10000,336,.5e-1,.6e-1,.50,400.295
"622",60000,336,.5e-1,.6e-1,.50,5735.048
"623",110000,336,.5e-1,.6e-1,.50,12320.541
"624",160000,336,.5e-1,.6e-1,.50,20018.385
"625",210000,336,.5e-1,.6e-1,.50,28800.080
"626",260000,336,.5e-1,.6e-1,.50,38637.854
"627",310000,336,.5e-1,.6e-1,.50,49504.651
"628",360000,336,.5e-1,.6e-1,.50,61374.104
"629",410000,336,.5e-1,.6e-1,.50,74220.524
"630",460000,336,.5e-1,.6e-1,.50,88018.879
"631",510000,336,.5e-1,.6e-1,.50,102744.780
"632",560000,336,.5e-1,.6e-1,.50,118374.461
"633",610000,336,.5e-1,.6e-1,.50,134884.766
"634",660000,336,.5e-1,.6e-1,.50,152253.131
"635",710000,336,.5e-1,.6e-1,.50,170457.572
"636",760000,336,.5e-1,.6e-1,.50,189476.668
"637",810000,336,.5e-1,.6e-1,.50,209289.544
"638",860000,336,.5e-1,.6e-1,.50,229875.864
"639",910000,336,.5e-1,.6e-1,.50,251215.811
"640",960000,336,.5e-1,.6e-1,.50,273290.075
"641",10000,336,.5e-1,.6e-1,.75,7166.5106
"642",60000,336,.5e-1,.6e-1,.75,95938.5222
"643",110000,336,.5e-1,.6e-1,.75,182980.0556
"644",160000,336,.5e-1,.6e-1,.75,266209.2462
"645",210000,336,.5e-1,.6e-1,.75,346018.4457
"646",260000,336,.5e-1,.6e-1,.75,422759.6439
"647",310000,336,.5e-1,.6e-1,.75,496748.6034
"648",360000,336,.5e-1,.6e-1,.75,568268.5883
"649",410000,336,.5e-1,.6e-1,.75,637573.7086
"650",460000,336,.5e-1,.6e-1,.75,704891.9210
"651",510000,336,.5e-1,.6e-1,.75,770427.7207
"652",560000,336,.5e-1,.6e-1,.75,834364.5557
"653",610000,336,.5e-1,.6e-1,.75,896866.9938
"654",660000,336,.5e-1,.6e-1,.75,958082.6648
"655",710000,336,.5e-1,.6e-1,.75,1018144.004
"656",760000,336,.5e-1,.6e-1,.75,1077169.818
"657",810000,336,.5e-1,.6e-1,.75,1135266.683
"658",860000,336,.5e-1,.6e-1,.75,1192530.209
"659",910000,336,.5e-1,.6e-1,.75,1249046.163
"660",960000,336,.5e-1,.6e-1,.75,1304891.486
"661",10000,336,.6e-1,.6e-1,.25,41.004
"662",60000,336,.6e-1,.6e-1,.25,754.464
"663",110000,336,.6e-1,.6e-1,.25,1919.928
"664",160000,336,.6e-1,.6e-1,.25,3519.490
"665",210000,336,.6e-1,.6e-1,.25,5549.292
"666",260000,336,.6e-1,.6e-1,.25,8005.509
"667",310000,336,.6e-1,.6e-1,.25,10884.350
"668",360000,336,.6e-1,.6e-1,.25,14182.058
"669",410000,336,.6e-1,.6e-1,.25,17894.912
"670",460000,336,.6e-1,.6e-1,.25,22019.219
"671",510000,336,.6e-1,.6e-1,.25,26551.323
"672",560000,336,.6e-1,.6e-1,.25,31487.599
"673",610000,336,.6e-1,.6e-1,.25,36824.454
"674",660000,336,.6e-1,.6e-1,.25,42558.327
"675",710000,336,.6e-1,.6e-1,.25,48685.689
"676",760000,336,.6e-1,.6e-1,.25,55203.041
"677",810000,336,.6e-1,.6e-1,.25,62106.919
"678",860000,336,.6e-1,.6e-1,.25,69393.885
"679",910000,336,.6e-1,.6e-1,.25,77060.534
"680",960000,336,.6e-1,.6e-1,.25,85103.491
"681",10000,336,.6e-1,.6e-1,.50,109.077
"682",60000,336,.6e-1,.6e-1,.50,1912.483
"683",110000,336,.6e-1,.6e-1,.50,4452.086
"684",160000,336,.6e-1,.6e-1,.50,7664.012
"685",210000,336,.6e-1,.6e-1,.50,11538.734
"686",260000,336,.6e-1,.6e-1,.50,16066.864
"687",310000,336,.6e-1,.6e-1,.50,21239.144
"688",360000,336,.6e-1,.6e-1,.50,27046.452
"689",410000,336,.6e-1,.6e-1,.50,33479.790
"690",460000,336,.6e-1,.6e-1,.50,40530.289
"691",510000,336,.6e-1,.6e-1,.50,48189.210
"692",560000,336,.6e-1,.6e-1,.50,56447.930
"693",610000,336,.6e-1,.6e-1,.50,65297.955
"694",660000,336,.6e-1,.6e-1,.50,74730.907
"695",710000,336,.6e-1,.6e-1,.50,84738.529
"696",760000,336,.6e-1,.6e-1,.50,95312.680
"697",810000,336,.6e-1,.6e-1,.50,106445.335
"698",860000,336,.6e-1,.6e-1,.50,118128.583
"699",910000,336,.6e-1,.6e-1,.50,130354.623
"700",960000,336,.6e-1,.6e-1,.50,143115.766
"701",10000,336,.6e-1,.6e-1,.75,592.252
"702",60000,336,.6e-1,.6e-1,.75,9880.902
"703",110000,336,.6e-1,.6e-1,.75,20851.145
"704",160000,336,.6e-1,.6e-1,.75,33076.484
"705",210000,336,.6e-1,.6e-1,.75,46516.532
"706",260000,336,.6e-1,.6e-1,.75,61132.227
"707",310000,336,.6e-1,.6e-1,.75,76885.764
"708",360000,336,.6e-1,.6e-1,.75,93740.554
"709",410000,336,.6e-1,.6e-1,.75,111661.184
"710",460000,336,.6e-1,.6e-1,.75,130613.381
"711",510000,336,.6e-1,.6e-1,.75,150563.973
"712",560000,336,.6e-1,.6e-1,.75,171480.854
"713",610000,336,.6e-1,.6e-1,.75,193332.952
"714",660000,336,.6e-1,.6e-1,.75,216090.194
"715",710000,336,.6e-1,.6e-1,.75,239723.473
"716",760000,336,.6e-1,.6e-1,.75,264204.618
"717",810000,336,.6e-1,.6e-1,.75,289506.366
"718",860000,336,.6e-1,.6e-1,.75,315602.327
"719",910000,336,.6e-1,.6e-1,.75,342466.963
"720",960000,336,.6e-1,.6e-1,.75,370075.556
"721",10000,336,.7e-1,.6e-1,.25,23.296
"722",60000,336,.7e-1,.6e-1,.25,495.632
"723",110000,336,.7e-1,.6e-1,.25,1320.572
"724",160000,336,.7e-1,.6e-1,.25,2483.573
"725",210000,336,.7e-1,.6e-1,.25,3982.309
"726",260000,336,.7e-1,.6e-1,.25,5814.471
"727",310000,336,.7e-1,.6e-1,.25,7977.769
"728",360000,336,.7e-1,.6e-1,.25,10469.924
"729",410000,336,.7e-1,.6e-1,.25,13288.677
"730",460000,336,.7e-1,.6e-1,.25,16431.783
"731",510000,336,.7e-1,.6e-1,.25,19897.011
"732",560000,336,.7e-1,.6e-1,.25,23682.147
"733",610000,336,.7e-1,.6e-1,.25,27784.991
"734",660000,336,.7e-1,.6e-1,.25,32203.360
"735",710000,336,.7e-1,.6e-1,.25,36935.085
"736",760000,336,.7e-1,.6e-1,.25,41978.011
"737",810000,336,.7e-1,.6e-1,.25,47329.999
"738",860000,336,.7e-1,.6e-1,.25,52988.925
"739",910000,336,.7e-1,.6e-1,.25,58952.677
"740",960000,336,.7e-1,.6e-1,.25,65219.161
"741",10000,336,.7e-1,.6e-1,.50,46.942
"742",60000,336,.7e-1,.6e-1,.50,972.275
"743",110000,336,.7e-1,.6e-1,.50,2409.401
"744",160000,336,.7e-1,.6e-1,.50,4317.352
"745",210000,336,.7e-1,.6e-1,.50,6691.553
"746",260000,336,.7e-1,.6e-1,.50,9527.486
"747",310000,336,.7e-1,.6e-1,.50,12820.674
"748",360000,336,.7e-1,.6e-1,.50,16566.683
"749",410000,336,.7e-1,.6e-1,.50,20761.123
"750",460000,336,.7e-1,.6e-1,.50,25399.648
"751",510000,336,.7e-1,.6e-1,.50,30477.950
"752",560000,336,.7e-1,.6e-1,.50,35991.768
"753",610000,336,.7e-1,.6e-1,.50,41936.878
"754",660000,336,.7e-1,.6e-1,.50,48309.099
"755",710000,336,.7e-1,.6e-1,.50,55104.290
"756",760000,336,.7e-1,.6e-1,.50,62318.352
"757",810000,336,.7e-1,.6e-1,.50,69947.221
"758",860000,336,.7e-1,.6e-1,.50,77986.878
"759",910000,336,.7e-1,.6e-1,.50,86433.340
"760",960000,336,.7e-1,.6e-1,.50,95282.662
"761",10000,336,.7e-1,.6e-1,.75,134.169
"762",60000,336,.7e-1,.6e-1,.75,2692.016
"763",110000,336,.7e-1,.6e-1,.75,6156.144
"764",160000,336,.7e-1,.6e-1,.75,10375.870
"765",210000,336,.7e-1,.6e-1,.75,15338.876
"766",260000,336,.7e-1,.6e-1,.75,21033.096
"767",310000,336,.7e-1,.6e-1,.75,27446.657
"768",360000,336,.7e-1,.6e-1,.75,34567.880
"769",410000,336,.7e-1,.6e-1,.75,42385.275
"770",460000,336,.7e-1,.6e-1,.75,50887.540
"771",510000,336,.7e-1,.6e-1,.75,60063.556
"772",560000,336,.7e-1,.6e-1,.75,69902.383
"773",610000,336,.7e-1,.6e-1,.75,80393.259
"774",660000,336,.7e-1,.6e-1,.75,91525.600
"775",710000,336,.7e-1,.6e-1,.75,103288.989
"776",760000,336,.7e-1,.6e-1,.75,115673.181
"777",810000,336,.7e-1,.6e-1,.75,128668.097
"778",860000,336,.7e-1,.6e-1,.75,142263.822
"779",910000,336,.7e-1,.6e-1,.75,156450.600
"780",960000,336,.7e-1,.6e-1,.75,171218.836
"781",10000,336,.8e-1,.6e-1,.25,15.013
"782",60000,336,.8e-1,.6e-1,.25,358.740
"783",110000,336,.8e-1,.6e-1,.25,991.414
"784",160000,336,.8e-1,.6e-1,.25,1900.641
"785",210000,336,.8e-1,.6e-1,.25,3084.866
"786",260000,336,.8e-1,.6e-1,.25,4542.549
"787",310000,336,.8e-1,.6e-1,.25,6272.158
"788",360000,336,.8e-1,.6e-1,.25,8272.169
"789",410000,336,.8e-1,.6e-1,.25,10541.069
"790",460000,336,.8e-1,.6e-1,.25,13077.350
"791",510000,336,.8e-1,.6e-1,.25,15879.515
"792",560000,336,.8e-1,.6e-1,.25,18946.073
"793",610000,336,.8e-1,.6e-1,.25,22275.547
"794",660000,336,.8e-1,.6e-1,.25,25866.460
"795",710000,336,.8e-1,.6e-1,.25,29717.348
"796",760000,336,.8e-1,.6e-1,.25,33826.757
"797",810000,336,.8e-1,.6e-1,.25,38193.237
"798",860000,336,.8e-1,.6e-1,.25,42815.348
"799",910000,336,.8e-1,.6e-1,.25,47691.659
"800",960000,336,.8e-1,.6e-1,.25,52820.744
"801",10000,336,.8e-1,.6e-1,.50,25.470
"802",60000,336,.8e-1,.6e-1,.50,603.870
"803",110000,336,.8e-1,.6e-1,.50,1573.060
"804",160000,336,.8e-1,.6e-1,.50,2902.780
"805",210000,336,.8e-1,.6e-1,.50,4590.358
"806",260000,336,.8e-1,.6e-1,.50,6633.163
"807",310000,336,.8e-1,.6e-1,.50,9028.583
"808",360000,336,.8e-1,.6e-1,.50,11774.026
"809",410000,336,.8e-1,.6e-1,.50,14866.917
"810",460000,336,.8e-1,.6e-1,.50,18304.703
"811",510000,336,.8e-1,.6e-1,.50,22084.847
"812",560000,336,.8e-1,.6e-1,.50,26204.831
"813",610000,336,.8e-1,.6e-1,.50,30662.158
"814",660000,336,.8e-1,.6e-1,.50,35454.347
"815",710000,336,.8e-1,.6e-1,.50,40578.935
"816",760000,336,.8e-1,.6e-1,.50,46033.479
"817",810000,336,.8e-1,.6e-1,.50,51815.554
"818",860000,336,.8e-1,.6e-1,.50,57922.749
"819",910000,336,.8e-1,.6e-1,.50,64352.675
"820",960000,336,.8e-1,.6e-1,.50,71102.958
"821",10000,336,.8e-1,.6e-1,.75,53.021
"822",60000,336,.8e-1,.6e-1,.75,1239.080
"823",110000,336,.8e-1,.6e-1,.75,3022.299
"824",160000,336,.8e-1,.6e-1,.75,5319.441
"825",210000,336,.8e-1,.6e-1,.75,8124.945
"826",260000,336,.8e-1,.6e-1,.75,11433.393
"827",310000,336,.8e-1,.6e-1,.75,15239.425
"828",360000,336,.8e-1,.6e-1,.75,19537.739
"829",410000,336,.8e-1,.6e-1,.75,24323.089
"830",460000,336,.8e-1,.6e-1,.75,29590.283
"831",510000,336,.8e-1,.6e-1,.75,35334.188
"832",560000,336,.8e-1,.6e-1,.75,41549.724
"833",610000,336,.8e-1,.6e-1,.75,48231.862
"834",660000,336,.8e-1,.6e-1,.75,55375.633
"835",710000,336,.8e-1,.6e-1,.75,62976.115
"836",760000,336,.8e-1,.6e-1,.75,71028.442
"837",810000,336,.8e-1,.6e-1,.75,79527.799
"838",860000,336,.8e-1,.6e-1,.75,88469.421
"839",910000,336,.8e-1,.6e-1,.75,97848.596
"840",960000,336,.8e-1,.6e-1,.75,107660.661
"841",10000,336,.2e-1,.8e-1,.25,98991.720
"842",60000,336,.2e-1,.8e-1,.25,728192.024
"843",110000,336,.2e-1,.8e-1,.25,1188910.401
"844",160000,336,.2e-1,.8e-1,.25,1529654.681
"845",210000,336,.2e-1,.8e-1,.25,1785470.250
"846",260000,336,.2e-1,.8e-1,.25,1981165.458
"847",310000,336,.2e-1,.8e-1,.25,2134301.940
"848",360000,336,.2e-1,.8e-1,.25,2257311.437
"849",410000,336,.2e-1,.8e-1,.25,2358994.281
"850",460000,336,.2e-1,.8e-1,.25,2445580.156
"851",510000,336,.2e-1,.8e-1,.25,2521479.006
"852",560000,336,.2e-1,.8e-1,.25,2589812.597
"853",610000,336,.2e-1,.8e-1,.25,2652790.801
"854",660000,336,.2e-1,.8e-1,.25,2711977.968
"855",710000,336,.2e-1,.8e-1,.25,2768481.491
"856",760000,336,.2e-1,.8e-1,.25,2823085.283
"857",810000,336,.2e-1,.8e-1,.25,2876344.271
"858",860000,336,.2e-1,.8e-1,.25,2928651.283
"859",910000,336,.2e-1,.8e-1,.25,2980284.398
"860",960000,336,.2e-1,.8e-1,.25,3031440.468
"861",10000,336,.2e-1,.8e-1,.50,448804.834
"862",60000,336,.2e-1,.8e-1,.50,2833509.246
"863",110000,336,.2e-1,.8e-1,.50,3947938.195
"864",160000,336,.2e-1,.8e-1,.50,4481778.832
"865",210000,336,.2e-1,.8e-1,.50,4751710.621
"866",260000,336,.2e-1,.8e-1,.50,4901681.537
"867",310000,336,.2e-1,.8e-1,.50,4997123.736
"868",360000,336,.2e-1,.8e-1,.50,5067779.678
"869",410000,336,.2e-1,.8e-1,.50,5127168.923
"870",460000,336,.2e-1,.8e-1,.50,5181436.843
"871",510000,336,.2e-1,.8e-1,.50,5233376.844
"872",560000,336,.2e-1,.8e-1,.50,5284258.680
"873",610000,336,.2e-1,.8e-1,.50,5334659.522
"874",660000,336,.2e-1,.8e-1,.50,5384841.727
"875",710000,336,.2e-1,.8e-1,.50,5434924.548
"876",760000,336,.2e-1,.8e-1,.50,5484962.195
"877",810000,336,.2e-1,.8e-1,.50,5534979.308
"878",860000,336,.2e-1,.8e-1,.50,5584987.087
"879",910000,336,.2e-1,.8e-1,.50,5634990.622
"880",960000,336,.2e-1,.8e-1,.50,5684992.230
"881",10000,336,.2e-1,.8e-1,.75,1044387.173
"882",60000,336,.2e-1,.8e-1,.75,5638103.049
"883",110000,336,.2e-1,.8e-1,.75,6977964.422
"884",160000,336,.2e-1,.8e-1,.75,7392312.067
"885",210000,336,.2e-1,.8e-1,.75,7545229.488
"886",260000,336,.2e-1,.8e-1,.75,7624300.612
"887",310000,336,.2e-1,.8e-1,.75,7682512.344
"888",360000,336,.2e-1,.8e-1,.75,7734831.915
"889",410000,336,.2e-1,.8e-1,.75,7785487.125
"890",460000,336,.2e-1,.8e-1,.75,7835672.202
"891",510000,336,.2e-1,.8e-1,.75,7885724.481
"892",560000,336,.2e-1,.8e-1,.75,7935739.249
"893",610000,336,.2e-1,.8e-1,.75,7985743.420
"894",660000,336,.2e-1,.8e-1,.75,8035744.598
"895",710000,336,.2e-1,.8e-1,.75,8085744.931
"896",760000,336,.2e-1,.8e-1,.75,8135745.025
"897",810000,336,.2e-1,.8e-1,.75,8185745.052
"898",860000,336,.2e-1,.8e-1,.75,8235745.059
"899",910000,336,.2e-1,.8e-1,.75,8285745.061
"900",960000,336,.2e-1,.8e-1,.75,8335745.062
"901",10000,336,.3e-1,.8e-1,.25,4332.1299
"902",60000,336,.3e-1,.8e-1,.25,44946.5262
"903",110000,336,.3e-1,.8e-1,.25,86511.6567
"904",160000,336,.3e-1,.8e-1,.25,128652.2648
"905",210000,336,.3e-1,.8e-1,.25,171329.0879
"906",260000,336,.3e-1,.8e-1,.25,214505.5423
"907",310000,336,.3e-1,.8e-1,.25,258147.5400
"908",360000,336,.3e-1,.8e-1,.25,302223.3189
"909",410000,336,.3e-1,.8e-1,.25,346703.2839
"910",460000,336,.3e-1,.8e-1,.25,391559.8590
"911",510000,336,.3e-1,.8e-1,.25,436767.3494
"912",560000,336,.3e-1,.8e-1,.25,482301.8138
"913",610000,336,.3e-1,.8e-1,.25,528140.9439
"914",660000,336,.3e-1,.8e-1,.25,574263.9536
"915",710000,336,.3e-1,.8e-1,.25,620651.4749
"916",760000,336,.3e-1,.8e-1,.25,667285.4613
"917",810000,336,.3e-1,.8e-1,.25,714149.0974
"918",860000,336,.3e-1,.8e-1,.25,761226.7151
"919",910000,336,.3e-1,.8e-1,.25,808503.7154
"920",960000,336,.3e-1,.8e-1,.25,855966.4951
"921",10000,336,.3e-1,.8e-1,.50,84667.087
"922",60000,336,.3e-1,.8e-1,.50,811811.074
"923",110000,336,.3e-1,.8e-1,.50,1355787.097
"924",160000,336,.3e-1,.8e-1,.50,1761139.898
"925",210000,336,.3e-1,.8e-1,.50,2066770.959
"926",260000,336,.3e-1,.8e-1,.50,2300664.932
"927",310000,336,.3e-1,.8e-1,.50,2482953.212
"928",360000,336,.3e-1,.8e-1,.50,2628117.774
"929",410000,336,.3e-1,.8e-1,.50,2746576.549
"930",460000,336,.3e-1,.8e-1,.50,2845823.914
"931",510000,336,.3e-1,.8e-1,.50,2931251.118
"932",560000,336,.3e-1,.8e-1,.50,3006736.477
"933",610000,336,.3e-1,.8e-1,.50,3075069.945
"934",660000,336,.3e-1,.8e-1,.50,3138258.539
"935",710000,336,.3e-1,.8e-1,.50,3197746.052
"936",760000,336,.3e-1,.8e-1,.50,3254571.108
"937",810000,336,.3e-1,.8e-1,.50,3309480.867
"938",860000,336,.3e-1,.8e-1,.50,3363012.813
"939",910000,336,.3e-1,.8e-1,.50,3415553.598
"940",960000,336,.3e-1,.8e-1,.50,3467381.368
"941",10000,336,.3e-1,.8e-1,.75,312431.043
"942",60000,336,.3e-1,.8e-1,.75,2710452.108
"943",110000,336,.3e-1,.8e-1,.75,3986545.116
"944",160000,336,.3e-1,.8e-1,.75,4664276.272
"945",210000,336,.3e-1,.8e-1,.75,5035660.047
"946",260000,336,.3e-1,.8e-1,.75,5250201.078
"947",310000,336,.3e-1,.8e-1,.75,5384442.265
"948",360000,336,.3e-1,.8e-1,.75,5477571.797
"949",410000,336,.3e-1,.8e-1,.75,5549653.116
"950",460000,336,.3e-1,.8e-1,.75,5610958.238
"951",510000,336,.3e-1,.8e-1,.75,5666746.198
"952",560000,336,.3e-1,.8e-1,.75,5719709.500
"953",610000,336,.3e-1,.8e-1,.75,5771226.641
"954",660000,336,.3e-1,.8e-1,.75,5822003.382
"955",710000,336,.3e-1,.8e-1,.75,5872401.056
"956",760000,336,.3e-1,.8e-1,.75,5922604.655
"957",810000,336,.3e-1,.8e-1,.75,5972708.893
"958",860000,336,.3e-1,.8e-1,.75,6022762.261
"959",910000,336,.3e-1,.8e-1,.75,6072789.584
"960",960000,336,.3e-1,.8e-1,.75,6122803.573
"961",10000,336,.4e-1,.8e-1,.25,305.173
"962",60000,336,.4e-1,.8e-1,.25,4150.561
"963",110000,336,.4e-1,.8e-1,.25,8973.850
"964",160000,336,.4e-1,.8e-1,.25,14686.139
"965",210000,336,.4e-1,.8e-1,.25,21269.936
"966",260000,336,.4e-1,.8e-1,.25,28708.090
"967",310000,336,.4e-1,.8e-1,.25,36983.789
"968",360000,336,.4e-1,.8e-1,.25,46080.552
"969",410000,336,.4e-1,.8e-1,.25,55982.221
"970",460000,336,.4e-1,.8e-1,.25,66672.958
"971",510000,336,.4e-1,.8e-1,.25,78137.234
"972",560000,336,.4e-1,.8e-1,.25,90359.828
"973",610000,336,.4e-1,.8e-1,.25,103325.817
"974",660000,336,.4e-1,.8e-1,.25,117020.574
"975",710000,336,.4e-1,.8e-1,.25,131429.756
"976",760000,336,.4e-1,.8e-1,.25,146539.304
"977",810000,336,.4e-1,.8e-1,.25,162335.438
"978",860000,336,.4e-1,.8e-1,.25,178804.646
